Corpus, Filename, Utterance number, Clause number, Location of clause start, Location of clause end,Speaker, Clause, Matrix (verb) language, Linguality of clause, Linguality of utterance, Dependent variable, Verb morphology, AoA minority language, AoA majority language, Mother's language, Father's language, Parental input,Primary school language,Secondary school language, Language of education, Identity, Social network
"Siarad","fusser32","509","1","1","1","STE","oes ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","632","1","1","5","MAT","ella fedr rywun holi faint ","cym","monoW","monoW","www","be.V.3S.PRES+SM[or]skill.N.M.SG+SM=ask.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","632","2","6","15","MAT","be sy gennyn nhw o ran ochr coeden deulu yn_does ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","634","1","1","4","MAT","mae yna hen ddigon ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","634","2","5","6","MAT","i wneud ","cym","monoW","monoW","www","make.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","634","3","7","8","MAT","i gychwyn ","cym","monoW","monoW","www","start.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","634","4","9","13","MAT","faswn i yn deud yn_de ","cym","monoW","monoW","www","be.V.1S.PLUPERF.SPOKEN+SM=say.V.INFIN.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","636","1","1","1","STE","mae ","cym","monoW","biling","wwb","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","636","2","2","5","STE","mae bach o waith ","cym","monoW","biling","wwb","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","636","3","6","9","STE","allwch chi wneud hefyd ","cym","monoW","biling","wwb","be_able.V.2P.PRES.SPOKEN+SM=make.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","636","4","10","24","STE","ydy um trosglwyddo unrhyw pethau fewn i um um dogfennau neu lluniau neu rywbeth a ","cym","biling","biling","wbb","be.V.3S.PRES=transfer.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","636","5","25","28","STE","a sganio nhw i_fewn ","cym","monoW","biling","wwb","scan.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","636","6","29","32","STE","a paratoi nhw ar_gyfer ","cym","monoW","biling","wwb","prepare.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","636","7","33","40","STE","roid nhw naill_ai mewn gwefan neu cd_rom neu ","cym","biling","biling","wbb","give.V.0.IMPERF+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","640","1","1","5","STE","ia i bobl gael sbïo ","cym","monoW","monoW","www","have.V.INFIN+SM=look.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","642","1","1","4","STE","fasai fo yn handy ","cym","biling","biling","wbb","be.V.3S.PLUPERF.SPOKEN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","642","2","5","5","STE","petasai ","cym","monoW","biling","wwb","be.V.3S.PLUPERF.HYP","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","642","3","6","10","STE","gennoch chi fath â database ","cym","biling","biling","wbb","grow.V.2P.PAST.SPOKEN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","643","1","1","9","STE","felly so_and_so mae nhw medru ffeindio fo yn hawdd ","cym","biling","biling","wbb","be.V.3S.PRES=be.V.INFIN=find.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","645","1","1","2","MAT","ia basai ","cym","monoW","monoW","www","be.V.3S.PLUPERF.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","646","1","1","4","LOR","achos ti wedi dechrau ","cym","monoW","monoW","www","begin.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","646","2","5","14","LOR","wneud rywfaint efo efo yr lluniau sydd gyn ti do ","cym","monoW","monoW","www","make.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","648","1","1","1","LOR","copïo ","cym","monoW","monoW","www","copy.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","648","2","2","4","LOR","sganio nhw a ","cym","monoW","monoW","www","scan.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","650","1","1","1","LOR","timod ","cym","monoW","biling","wwb","know.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","650","2","2","6","LOR","rhoi nhw yn ei categories ","cym","biling","biling","wbb","give.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","650","3","7","8","LOR","a ballu ","cym","monoW","biling","wwb","refuse.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","652","1","1","4","STE","mae isio wneud hynny ","cym","monoW","monoW","www","be.V.3S.PRES=make.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","654","1","1","2","STE","allai fo ","cym","monoW","monoW","www","be_able.V.3S.IMPERF+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","654","2","3","5","STE","mae o yn ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","654","3","6","8","STE","mae o yn ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","654","4","9","14","STE","mae yn hawdd ffindio nhw wedyn ","cym","monoW","monoW","www","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","654","5","15","15","STE","dydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG.SPOKEN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","655","1","1","1","MAT","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","656","1","1","8","LOR","ti wedi bod trwy yr y yr slides ","cym","biling","biling","wbb","be.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","656","2","9","10","LOR","a ballu ","cym","monoW","biling","wwb","refuse.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","656","3","11","16","LOR","sy gen ti yn y bag ","cym","biling","biling","wbb","which_is.V.3SP.PRES.REL","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","657","1","1","4","LOR","pethau ddoth o swyddfa ","cym","monoW","monoW","www","come.V.3S.PAST.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","658","1","1","7","MAT","dw i wedi edrych ar arnyn nhw ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=look.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","658","2","8","9","MAT","do i ","cym","monoW","monoW","www","come.V.1S.PRES.SPOKEN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","658","3","10","10","MAT","weld ","cym","monoW","monoW","www","see.V.INFIN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","658","4","11","15","MAT","be sy yna ohonyn nhw ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","660","1","1","7","LOR","achos dw i isio mynd trwy rheiny ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","660","2","8","8","LOR","does ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF.NEG","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","661","1","1","11","LOR","timod pethau fath â digwyddiadau cyfeillion Cae'r_Gors dros yr blynyddoedd hefyd ","cym","biling","biling","wbb","know.V.2S.PRES.SPOKEN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","661","2","12","12","LOR","does ","cym","monoW","biling","wwb","be.V.3S.PRES.INDEF.NEG","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","662","1","1","1","MAT","oes ","cym","monoW","monoW","www","be.V.3S.PRES.INDEF[or]age.N.F.SG","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","662","2","2","3","MAT","oedd yna ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","662","3","4","9","MAT","oedd yna sleidiau yr hen rei ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","662","4","10","10","MAT","sy ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","662","5","11","13","MAT","gynnon ni rŵan ","cym","monoW","monoW","www","light.V.1P.PAST.SPOKEN+SM","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","664","1","1","6","MAT","rŵan mae nhw nifer gan Cyngor_Celfyddydau ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","666","1","1","18","MAT","a sti mae yna rei yn o yr un yr y lluniau sydd yn y gyfrol Bro_a_Bywyd yna ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","667","1","1","3","MAT","mae rheiny yno ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","670","1","1","7","MAT","ond dw i wedi tynnu rei allan ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=take.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","670","2","8","12","MAT","sy yn bosib i ni ","cym","monoW","monoW","www","which_is.V.3SP.PRES.REL","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","670","3","13","17","MAT","ddefnyddio efo paneli paneli dehongli ","cym","monoW","monoW","www","use.V.INFIN+SM=interpret.V.INFIN","1","3","1","1","1","1","2","1.5","1","1"
"Siarad","fusser32","671","1","1","4","LOR","ar_gyfer y paneli dehongli ","cym","monoW","monoW","www","interpret.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","678","1","1","4","STE","mae o yn handy ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","682","1","1","8","LOR","well o'n i yn meddwl tibod be o ","cym","biling","biling","wbb","think.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","2","9","9","LOR","yr ","cym","monoW","biling","wwb","that.CONJ[or]the.DET.DEF[or]drive.V.3S.PRES+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","3","10","14","LOR","fasai fo yn un da ","cym","monoW","biling","wwb","be.V.3S.PLUPERF.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","4","15","17","LOR","i helpu efo ","cym","monoW","biling","wwb","help.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","5","18","31","LOR","helpu chdi fi a Carys efo y geiriad geiriad ar_gyfer y paneli dehongli hefyd ","cym","biling","biling","wbb","help.V.INFIN=interpret.V.INFIN","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","682","6","32","32","LOR","bysai ","cym","monoW","biling","wwb","finger.V.3S.IMPERF","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","684","1","1","10","LOR","achos um mae gen yn y yn y stafell ddehongli ","cym","biling","biling","wbb","be.V.3S.PRES=interpret.V.INFIN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","684","2","11","11","LOR","mae ","cym","monoW","biling","wwb","be.V.3S.PRES","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","684","3","12","13","LOR","gynnon ni ","cym","monoW","biling","wwb","light.V.1P.PAST.SPOKEN+SM","1","2","1","1","1","1","1","1","1","1"
"Siarad","fusser32","719","1","1","2","STE","iawn yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","724","1","1","3","STE","oh yeah cyfri ","cym","biling","biling","wbb","cover.V.2S.PRES","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","725","1","1","9","STE","dw wedi bod yn casglu meddalwedd at ei_gilydd hefyd ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=be.V.INFIN=collect.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","726","1","1","7","STE","yr um be oedd yn poeni fi ","cym","biling","biling","wbb","be.V.3S.IMPERF=worry.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","726","2","8","17","STE","oedd talu gymaint o bres amdan yr software er Office ","cym","biling","biling","wbb","be.V.3S.IMPERF=pay.V.INFIN","1","2","0","0","0","1","1","1","1","1"
"Siarad","fusser32","726","3","18","19","STE","a ballu ","cym","monoW","biling","wwb","refuse.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1"
"Siarad","stammers4","165","1","1","3","ELE","erbyn pump tydy ","cym","monoW","monoW","www","be.V.3S.PRES.NEG","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","169","1","1","11","ELE","fedra i fynd efo Debbie a Charlie am chwech tan saith ","cym","biling","biling","wbb","be_able.V.1S.PRES=go.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","181","1","1","7","ELE","well pwy sy yn chwarae hwnna te ","cym","biling","biling","wbb","which_is.V.3SP.PRES.REL=play.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","190","1","1","5","ELE","oh mae yn flêr felly ","cym","biling","biling","wbb","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","201","1","1","2","ALN","dysgu Frank ","cym","biling","biling","wbb","teach.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","203","1","1","7","ALN","ond dw i ddim actually isio mynd ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN=go.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","203","2","8","12","ALN","i wrando ar y stuff ","cym","biling","biling","wbb","listen.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","205","1","1","5","ALN","a basai Ed yn gwybod ","cym","biling","biling","wbb","be.V.3S.PLUPERF.SPOKEN=know.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","205","2","6","7","ALN","na mynd ","cym","monoW","biling","wwb","go.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","205","3","8","10","ALN","i wrando i ","cym","monoW","biling","wwb","listen.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","205","4","11","11","ALN","chwerthin ","cym","monoW","biling","wwb","laugh.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","205","5","12","14","ALN","faswn i anyway ","cym","biling","biling","wbb","be.V.1S.PLUPERF.SPOKEN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","206","1","1","1","ELE","basai ","cym","monoW","monoW","www","be.V.3S.PLUPERF.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","207","1","1","2","ALN","oh basai ","cym","biling","biling","wbb","be.V.3S.PLUPERF.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","209","1","1","4","ALN","oh mae yn dallt ","cym","biling","biling","wbb","be.V.3S.PRES=understand.V.INFIN.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","211","1","1","5","ELE","na Emma oedd yn gobeithio ","cym","biling","biling","wbb","be.V.3S.IMPERF=hope.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","211","2","6","11","ELE","mynd hefo ei plant hi heddiw ","cym","monoW","biling","wwb","go.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","214","1","1","1","ELE","honna ","cym","monoW","biling","wwb","claim.V.2S.IMPER","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","214","2","2","7","ELE","oedda chdi yn weld yn Galeri ","cym","biling","biling","wbb","be.V.2S.PAST.NORTH=see.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","214","3","8","13","ELE","ac oedda chdi byth yn sure ","cym","biling","biling","wbb","be.V.2S.PAST.NORTH","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","214","4","14","16","ELE","pwy oedd hi ","cym","monoW","biling","wwb","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","215","1","1","4","ELE","ac oedd hi gweitied ","cym","monoW","monoW","www","be.V.3S.IMPERF=wait.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","215","2","5","8","ELE","oedd ei phlant hi ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","215","3","9","12","ELE","yn cael gwersi yna ","cym","monoW","monoW","www","have.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","216","1","1","7","ELE","ac oedd hi yn gweld chdi yna ","cym","monoW","monoW","www","be.V.3S.IMPERF=see.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","217","1","1","6","ELE","ond oedda chdi byth yn sure ","cym","biling","biling","wbb","be.V.2S.PAST.NORTH","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","220","1","1","6","ALN","be mae yn dysgu yn Cae_Top ","cym","biling","biling","wbb","be.V.3S.PRES=teach.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","226","1","1","4","ALN","mae yn canu cloch ","cym","monoW","monoW","www","be.V.3S.PRES=sing.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","227","1","1","5","ALN","sure faswn i nabod nhw ","cym","biling","biling","wbb","be.V.1S.PLUPERF.SPOKEN+SM=know.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","227","2","6","9","ALN","petaswn i gweld nhw ","cym","monoW","biling","wwb","be.V.1S.PLUPERF.HYP=see.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","235","1","1","5","ALN","oh na dw i sure ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","235","2","6","6","ALN","timod ","cym","monoW","biling","wwb","know.V.2S.PRES.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","235","3","7","9","ALN","dw i sure ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","235","4","10","12","ALN","dw i sure ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","235","5","13","16","ALN","wneith hi fwynhau o ","cym","monoW","biling","wwb","do.V.3S.FUT+SM=enjoy.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","237","1","1","5","ALN","dw i just yn er ","cym","biling","biling","wbb","be.V.1S.PRES.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","406","1","1","4","ELE","doedd ddim yn dallt ","cym","monoW","monoW","www","be.V.3S.IMPERF.NEG=understand.V.INFIN.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","406","2","5","10","ELE","bod fi yn sbïo arni nag ","cym","monoW","monoW","www","be.V.INFIN=look.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","406","3","11","11","ELE","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","408","1","1","1","ELE","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","409","1","1","1","ELE","oedd ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","412","1","1","9","ALN","oh o'n i yn ces i o'n i yn ","cym","biling","biling","wbb","get.V.1S.PAST.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","412","2","10","13","ALN","ces i lun ohoni ","cym","monoW","biling","wwb","get.V.1S.PAST.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","412","3","14","17","ALN","yn canu yn_do efo ","cym","monoW","biling","wwb","sing.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","413","1","1","10","ALN","just roid y cefn y video dros y drws fel ","cym","biling","biling","wbb","give.V.0.IMPERF+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","413","2","11","16","ALN","bod hi ddim y ngweld i ","cym","monoW","biling","wwb","be.V.INFIN=see.V.INFIN+NM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","415","1","1","2","ALN","argian gobeithio ","cym","monoW","biling","wwb","hope.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","415","2","3","7","ALN","bod yr um stuff dal ","cym","biling","biling","wbb","be.V.INFIN=hold.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","415","3","8","12","ALN","wedi recordio yn hwn de ","cym","monoW","biling","wwb","record.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","417","1","1","5","ELE","ah ti yn meddwl chdi ","cym","biling","biling","wbb","think.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","417","2","6","9","ELE","wedi colli hwnnw hefyd ","cym","monoW","biling","wwb","lose.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","418","1","1","4","ALN","dw ddim yn gwybod ","cym","monoW","monoW","www","be.V.1S.PRES.SPOKEN=know.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","419","1","1","3","ELE","daria fedri di ","cym","monoW","monoW","www","be.V.2S.PRES+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","419","2","4","8","ELE","roid ar cyfrifiadur neu rhywbeth ","cym","monoW","monoW","www","give.V.0.IMPERF+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","420","1","1","4","ALN","fydd raid fi wneud ","cym","monoW","monoW","www","be.V.3S.FUT+SM=make.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","420","2","5","5","ALN","bydd ","cym","monoW","monoW","www","be.V.3S.FUT","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","422","1","1","5","ELE","ah basai hwnna yn bity ","cym","biling","biling","wbb","be.V.3S.PLUPERF.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","423","1","1","4","ELE","be ydy stuff darllen ","cym","biling","biling","wbb","be.V.3S.PRES=read.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","423","2","5","8","ELE","i fod dim yna ","cym","monoW","biling","wwb","be.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","424","1","1","1","ALN","yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","426","1","1","2","ALN","mi ddylai ","cym","monoW","biling","wwb","ought.V.3S.IMPERF+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","426","2","3","6","ALN","fod yna ond um ","cym","biling","biling","wbb","be.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","427","1","1","3","ELE","oh dyna ti ","","biling","biling","","","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","427","2","4","5","ELE","yn gael ","cym","monoW","biling","wwb","have.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","427","3","6","13","ELE","am olchi dy phone yn injan olchi de ","cym","biling","biling","wbb","wash.V.INFIN+SM=wash.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","430","1","1","1","ALN","dyna ","","monoW","biling","","","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","430","2","2","4","ALN","dw i gael ","cym","monoW","biling","wwb","be.V.1S.PRES.SPOKEN=have.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","430","3","5","13","ALN","am gael trowsus efo pumed pocket yno fo de ","cym","biling","biling","wbb","have.V.INFIN+SM","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","432","1","1","3","ELE","well ti beidio ","cym","monoW","biling","wwb","stop.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","432","2","4","9","ELE","cael trowsus efo pocket yno felly ","cym","biling","biling","wbb","have.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","432","3","10","10","ELE","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","437","1","1","6","ELE","oedd hi yn deud wrtha fi ","cym","monoW","monoW","www","be.V.3S.IMPERF=say.V.INFIN.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","437","2","7","9","ELE","gynnau yn gegin ","cym","monoW","monoW","www","light.V.INFIN+SM","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","448","1","1","8","ALN","wrth_gwrs mae hi ar dop y babanod wan ","cym","biling","biling","wbb","be.V.3S.PRES","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","448","2","9","9","ALN","yndy ","cym","monoW","biling","wwb","be.V.3S.PRES.EMPH","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","463","1","1","4","ALN","oh mae yn medru ","cym","biling","biling","wbb","be.V.3S.PRES=be.V.INFIN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","463","2","5","6","ALN","dydy ond ","cym","monoW","biling","wwb","be.V.3S.PRES.NEG.SPOKEN","1","2","0","0","0","1","1","1","1","1.6"
"Siarad","stammers4","602","1","1","3","ELE","nag ydy wir ","cym","monoW","monoW","www","be.V.3S.PRES","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","605","1","1","4","ELE","oedd o yn effro ","cym","monoW","monoW","www","be.V.3S.IMPERF","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","607","1","1","7","ELE","oh dydy o ddim yn dda felly ","cym","biling","biling","wbb","be.V.3S.PRES.NEG.SPOKEN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","611","1","1","7","ELE","oh mae o yn tynnu am ddeuflwydd ","cym","biling","biling","wbb","be.V.3S.PRES=take.V.INFIN","1","3","1","1","1","1","1","1","1","1"
"Siarad","stammers4","614","1","1","2","ELE","deuflwydd yndy ","cym","monoW","monoW","www","be.V.3S.PRES.EMPH","1","3","1","1","1","1","1","1","1","1"
